index,Job Title,Salary Estimate,Location,Avg Salary(K),Python,spark,aws,excel,sql,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,Degree
234,"Principal Scientist, Hematology",$54K-$115K ,"Rochester, NY",84.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
235,Lead Data Engineer,$190K-$220KEmployer est.,"Mountain View, CA",205.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,na
239,Marketing Data Analyst,$35K-$62K ,"Highland, CA",48.5,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,M
240,Medical Laboratory Scientist,$18-$25 Per Hour,"Burleson, TX",44.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,na
242,R&D Specialist/ Food Scientist,$39K-$66K ,"Hoopeston, IL",52.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na
243,Senior Research Scientist-Machine Learning,$81K-$167K ,"Pittsburgh, PA",124.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
245,Analytics Manager - Data Mart,$42K-$86K ,"Scotts Valley, CA",64.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,na
246,Sr. Data Engineer - Contract-to-Hire (Java),$69K-$127K ,"Knoxville, TN",98.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,M
247,MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,$21-$34 Per Hour,"Millville, DE",56.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na
248,Food Scientist - Developer,$40K-$68K ,"Milwaukee, WI",54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na
250,Staff Scientist-Downstream Process Development,$49K-$113K ,"Rockville, MD",81.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,P
251,Sr. Data Engineer,$75K-$140K ,"Chicago, IL",107.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,na
253,Data Scientist - Quantitative,$86K-$139K ,"Chicago, IL",112.5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,M
254,Data Scientist,$66K-$112K ,"Herndon, VA",89.0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,na
255,Senior Research Statistician- Data Scientist,$76K-$125K ,"Sheboygan, WI",100.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,M
256,"Business Data Analyst, SQL",$44K-$86K ,"New York, NY",65.0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,na
257,Medical Technologist / Clinical Laboratory Scientist,$15-$25 Per Hour,"New Orleans, LA",41.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M
258,Data Scientist,$53K-$92K ,"Dallas, TX",72.5,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,M
259,Senior Data Analyst,$44K-$78K ,"Clearwater, FL",61.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,M
260,BI & Platform Analytics Manager,$85K-$134K ,"Ewing, NJ",109.5,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,M
262,Data Engineer,$59K-$110K ,"Cambridge, MA",84.5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,na
263,Data Scientist,$64K-$111K ,"Chicago, IL",87.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,na
264,Data Analyst,$65K-$120K ,"San Mateo, CA",92.5,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,na
265,Associate Data Scientist/Computer Scientist,$60K-$103K ,"McLean, VA",81.5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,na
266,Business Intelligence Analyst / Developer,$53K-$105K ,"Dayton, OH",79.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,na
267,Lead Data Scientist,$124K-$204K ,"Boston, MA",164.0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,P
268,"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)",$131K-$207K ,"South San Francisco, CA",169.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,P
269,Senior Data Scientist,$110K-$174K ,"Cupertino, CA",142.0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,P
270,Data Analyst,$33K-$62K ,"Parlier, CA",47.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na
273,Pricipal Scientist Molecular and cellular biologist,$52K-$101K ,"Boston, MA",76.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,P
274,Data Analyst,$48K-$90K ,"San Francisco, CA",69.0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,na
275,Data Analyst,$34K-$64K ,"Meridian, ID",49.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,na
276,Staff Data Scientist,$132K-$211K ,"San Jose, CA",171.5,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,M
277,"Data Scientist (Actuary, FSA or ASA)",$81K-$133K ,"Frederick, MD",107.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,M
278,System and Data Analyst,$42K-$76K ,"Cherry Hill, NJ",59.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,M
281,Data Scientist,$66K-$111K ,"Indianapolis, IN",88.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,M
282,Data Engineer 5 - Contract (Remote),$74K-$140K ,"Riverton, UT",107.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,M
284,Digital Health Data Scientist,$63K-$110K ,"Cambridge, MA",86.5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,na
285,Data Scientist,$63K-$105K ,"Louisville, KY",84.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,M
288,Data & Analytics Consultant (NYC),$91K-$138K ,"New York, NY",114.5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,M
289,Senior Scientist - Neuroscience,$100K-$190K ,"Marlborough, MA",145.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,P
290,Data Engineer,$62K-$114K ,"Nashville, TN",88.0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,na
291,Big Data Engineer - Chicago - Future Opportunity,$71K-$129K ,"Chicago, IL",100.0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,na
292,Senior Data Analyst,$43K-$80K ,"Herndon, VA",61.5,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,M
293,Data Scientist,$74K-$119K ,"Portland, OR",96.5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,na
295,Survey Data Analyst,$55K-$97K ,"Minneapolis, MN",76.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,na
296,Data Scientist,$15K-$16KEmployer est.,"Port Washington, NY",15.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na
299,Data Scientist,$61K-$106K ,"Austin, TX",83.5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,na
300,"Risk and Analytics IT, Data Scientist",$91K-$149K ,"Madison, WI",120.0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,na
302,Data Scientist,$127K-$199K ,"South San Francisco, CA",163.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,M
305,Lead Health Data Analyst - Front End,$74K-$126K ,"Providence, RI",100.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,na
306,Research Scientist,$33K-$72K ,"Omaha, NE",52.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,P
307,Medical Lab Scientist,$17-$24 Per Hour,"West Reading, PA",42.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na
308,Junior Data Analyst,$37K-$63K ,"Washington, DC",50.0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,M
309,SQL Data Engineer,$67K-$119K ,"Austin, TX",93.0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,M
310,Data Scientist,$72K-$117K ,"Cincinnati, OH",94.5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,na
311,Senior Data Scientist,$116K-$185K ,"San Francisco, CA",150.5,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,P
312,Data Scientist,$78K-$126K ,"Raleigh, NC",102.0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,M
313,"Scientist, Analytical Development",$42K-$82K ,"Cambridge, MA",62.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
314,Analytics Manager,$59K-$116K ,"Dearborn, MI",87.5,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,na
316,Clinical Data Scientist,$63K-$105K ,"Groton, CT",84.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,M
317,Data Scientist,$109K-$177K ,"Herndon, VA",143.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,na
318,"Sr. Data Scientist, Cyber-Security LT Contract",$116K-$194K ,"Phila, PA",155.0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,M
319,Data Engineer,$48K-$95K ,"Winter Park, FL",71.5,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,na
320,Data Scientist,$83K-$133K ,"Oakland, CA",108.0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,M
322,Sr. Scientist - Digital & Image Analysis/Computational Pathology,$105K-$198K ,"San Diego, CA",151.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,M
323,Digital Marketing & ECommerce Data Analyst,$31K-$72K ,"San Rafael, CA",51.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,na
324,Principal Scientist - Immunologist,$98K-$182K ,"Boston, MA",140.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,M
325,Senior Data Analyst,$55K-$100K ,"Hamilton, NJ",77.5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,na
326,Insurance Financial Data Analyst,$45K-$82K ,"Boise, ID",63.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,na
328,Data Scientist,$83K-$135K ,"San Francisco, CA",109.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,na
330,Data Scientist,$70K-$122K ,"Oak Ridge, TN",96.0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,M
331,Principal Data Scientist with over 10 years experience,Employer Provided Salary:$200K-$250K,"San Francisco, CA",225.0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,na
332,Data Engineer,$70K-$132K ,"Agoura Hills, CA",101.0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,na
333,Senior Data Scientist,$73K-$124K ,"Woodbridge, NJ",98.5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,M
334,Data Engineer I - Azure,$54K-$101K ,"Pella, IA",77.5,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,na
335,"Sr. Scientist, Quantitative Translational Sciences",$117K-$206K ,"Boston, MA",161.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M
337,MED TECH/LAB SCIENTIST - LABORATORY,$21-$34 Per Hour,"Lewes, DE",56.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na
339,Sr. Data Scientist II,$111K-$183K ,"New York, NY",147.0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,na
341,Data Scientist,$68K-$112K ,"San Ramon, CA",90.0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,na
342,Information Security Data Analyst,$42K-$74K ,"Red Bank, NJ",58.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,na
344,Excel / VBA / SQL Data Analyst,$44K-$78K ,"Springfield, MO",61.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,M
346,Machine Learning Research Scientist,$81K-$159K ,"Pittsburgh, PA",120.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
347,Data Scientist,$95K-$161K ,"New York, NY",128.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na
348,Data Scientist,$75K-$124K ,"Hillsboro, OR",99.5,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,na
349,Data Scientist,$72K-$120K ,"Detroit, MI",96.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,M
350,Data Scientist,$76K-$126K ,"Washington, DC",101.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,M
351,Senior Data Scientist,$114K-$182K ,"Burbank, CA",148.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M
352,"Data Scientist, Senior",$108K-$176K ,"Fort Belvoir, VA",142.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,na
353,Senior Data Scientist,$130K-$208K ,"Palo Alto, CA",169.0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,M
354,"VP, Data Science",$83K-$166K ,"Phoenix, AZ",124.5,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,na
355,Radar Data Analyst,$42K-$76K ,"Huntsville, AL",59.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na
356,CONSULTANT– DATA ANALYTICS GROUP,$37K-$68K ,"San Diego, CA",52.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,na
357,Data Engineer,$52K-$99K ,"Houston, TX",75.5,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,na
358,Senior Data Scientist,$105K-$173K ,"Armonk, NY",139.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,M
362,"Data Engineer, Data Engineering and Artifical Intelligence",$71K-$134K ,"Cambridge, MA",102.5,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,na
364,Staff Scientist,$39K-$82K ,"Columbia, SC",60.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na
366,PL Actuarial-Lead Data Scientist,$114K-$179K ,"Worcester, MA",146.5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,M
367,"Associate Scientist/Scientist, Process Analytical Technology - Small Molecule Analytical Chemistry",$88K-$162K ,"South San Francisco, CA",125.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,P
368,Sr. Data Analyst,$60K-$102K ,"Springfield, MA",81.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,na
369,Senior Data & Machine Learning Scientist,$100K-$166K ,"Chicago, IL",133.0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,P
370,Program/Data Analyst,$55K-$99K ,"Washington, DC",77.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,M
371,Data Engineer,$67K-$117K ,"Herndon, VA",92.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,na
372,Senior Data Scientist: Causal & Predictive analytics AI Innovation Lab,$92K-$150K ,"Cambridge, MA",121.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na
375,"Principal Data Engineer, Data Platform & Insights",$116K-$209K ,"San Francisco, CA",162.5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,na
376,RESEARCH SCIENTIST - BIOLOGICAL SAFETY,$38K-$82K ,"San Antonio, TX",60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na
377,Data Operations Lead,Employer Provided Salary:$85K-$90K,"San Francisco, CA",87.5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,M
379,Big Data Engineer,$62K-$119K ,"Indianapolis, IN",90.5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,na
380,Data Scientist / Machine Learning Expert,$86K-$143K ,"Cambridge, MA",114.5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,na
381,Data Scientist,$93K-$149K ,"Sunnyvale, CA",121.0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,M
382,Senior Data Scientist,$84K-$136K ,"Dallas, TX",110.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,M
383,PV Scientist,$60K-$123K ,"Newton, MA",91.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,P
384,Clinical Data Analyst,$52K-$89K ,"Portsmouth, VA",70.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na
386,Data Engineer,$48K-$93K ,"Lafayette, LA",70.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,na
387,Computational Chemist/Data Scientist,$56K-$97K ,"Richland, WA",76.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
388,Data Engineer,$65K-$119K ,"Springfield, MA",92.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na
390,Principal Data Scientist (Computational Chemistry),$108K-$173K ,"Salt Lake City, UT",140.5,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,na
391,Product Engineer – Data Science,$63K-$101K ,"Arlington, VA",82.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,M
392,"Principal Scientist, Chemistry & Immunology",$54K-$115K ,"Rochester, NY",84.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
394,"Scientist/Senior Scientist, Autoimmune",$90K-$179K ,"Cambridge, MA",134.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
396,Data Scientist,$127K-$202K ,"San Francisco, CA",164.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na
397,Market Data Analyst,$31K-$57K ,"West Palm Beach, FL",44.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M
398,Software Engineer - Data Visualization,$60K-$127K ,"Annapolis Junction, MD",93.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,M
399,Data Engineer,$75K-$143K ,"Herndon, VA",109.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,na
400,Staff Data Engineer,$105K-$194K ,"Austin, TX",149.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,M
401,Associate Data Engineer,$45K-$86K ,"Washington, DC",65.5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,M
403,Senior Data Scientist,$95K-$154K ,"Charlotte, NC",124.5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,M
406,Staff BI and Data Engineer,$80K-$148K ,"San Jose, CA",114.0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,M
407,Marketing Data Analyst,$36K-$62K ,"Exton, PA",49.0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,na
409,"Principal Scientist, Hematology",$54K-$115K ,"Rochester, NY",84.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
410,Data Analyst,$50K-$92K ,"Alexandria, VA",71.0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,na
411,"Director - Data, Privacy and AI Governance",$67K-$135K ,"Boston, MA",101.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na
412,Data Scientist,$82K-$132K ,"Redlands, CA",107.0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,M
413,Data Scientist,$85K-$140K ,"Ipswich, MA",112.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na
414,Staff Machine Learning Engineer,$138K-$224K ,"San Francisco, CA",181.0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,na
415,Information Security Data Analyst,$42K-$80K ,"Chicago, IL",61.0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,M
416,Lead Data Engineer,$190K-$220KEmployer est.,"Mountain View, CA",205.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,na
417,Scientist Manufacturing - Kentucky BioProcessing,$68K-$139K ,"Owensboro, KY",103.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na
419,Data Analytics Project Manager,$34K-$92K ,"Springfield, MA",63.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,M
420,Consultant - Analytics Consulting,$54K-$71K ,"Hartford, CT",62.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na
421,Data Engineer,$65K-$124K ,"Orange, CA",94.5,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,M
425,Marketing Data Analyst,$35K-$62K ,"Highland, CA",48.5,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,M
426,Senior Scientist (Neuroscience),$109K-$200K ,"Marlborough, MA",154.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,P
427,Medical Laboratory Scientist,$18-$25 Per Hour,"Burleson, TX",44.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,na
428,Machine Learning Engineer - Regulatory,$61K-$113K ,"Lenexa, KS",87.0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,na
429,R&D Specialist/ Food Scientist,$39K-$66K ,"Hoopeston, IL",52.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na
430,Data Engineer,$43K-$86K ,"New York, NY",64.5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,na
431,"Scientist, Bacteriology",$74K-$149K ,"Concord, CA",111.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,P
433,"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",$113K-$196K ,"Cambridge, MA",154.5,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,M
434,Senior Research Scientist-Machine Learning,$81K-$167K ,"Pittsburgh, PA",124.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
435,Senior Data Scientist,$97K-$160K ,"Chicago, IL",128.5,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,na
437,Clinical Laboratory Scientist,$24-$39 Per Hour,"Vail, CO",65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na
442,Analytics Manager - Data Mart,$42K-$86K ,"Scotts Valley, CA",64.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,na
443,Sr. Data Engineer - Contract-to-Hire (Java),$69K-$127K ,"Knoxville, TN",98.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,M
444,Data Scientist - Algorithms & Inference,$110K-$175K ,"San Francisco, CA",142.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M
446,Senior Data Scientist - R&D Oncology,$102K-$172K ,"New York, NY",137.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
447,Data Engineer,$74K-$124K ,"Denver, CO",99.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,M
448,Food Scientist - Developer,$40K-$68K ,"Milwaukee, WI",54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na
449,Senior Data Scientist,$108K-$171K ,"Natick, MA",139.5,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,M
450,Data Engineer,$76K-$142K ,"Rockville, MD",109.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,M
452,"Director II, Data Science - GRM Actuarial",$202K-$306K ,"Chicago, IL",254.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,M
454,"Scientist, Molecular/Cellular Biologist",$49K-$97K ,"South San Francisco, CA",73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
455,Staff Scientist-Downstream Process Development,$49K-$113K ,"Rockville, MD",81.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,P
456,MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,$21-$34 Per Hour,"Millville, DE",56.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na
458,Scientist - Analytical Services,$65K-$134K ,"Winston-Salem, NC",99.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na
459,Associate Data Analyst- Graduate Development Program,$32K-$59K ,"Richfield, OH",45.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na
461,Sr. Data Engineer,$87K-$158K ,"Indianapolis, IN",122.5,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,na
462,Senior Insurance Data Scientist,$107K-$173K ,"Chicago, IL",140.0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,na
463,Senior Data Science Systems Engineer,$56K-$99K ,"Hampton, VA",77.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
464,ENVIRONMENTAL ENGINEER/SCIENTIST,Employer Provided Salary:$25-$28 Per Hour,"Cambridge, MA",55.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na
466,Senior Scientist - Regulatory Submissions,$80K-$155K ,"Winston-Salem, NC",117.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,M
467,Scientist - Biomarker and Flow Cytometry,$43K-$98K ,"San Diego, CA",70.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M
468,Revenue Analytics Manager,$45K-$78K ,"San Francisco, CA",61.5,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,na
469,"Associate Scientist, LC/MS Biologics",$44K-$96K ,"Ithaca, NY",70.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na
470,Sr. Scientist Method Development,$50K-$110K ,"Marietta, GA",80.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na
471,IT - Data Engineer II,$61K-$119K ,"Quincy, MA",90.0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,na
472,"Research Scientist, Immunology - Cancer Biology",Employer Provided Salary:$100K-$140K,"Cambridge, MA",120.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,P
473,"Project Scientist - Auton Lab, Robotics Institute",$56K-$91K ,"Pittsburgh, PA",73.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,P
476,Data Scientist,$68K-$114K ,"Fort Lauderdale, FL",91.0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,na
477,Data Scientist,Employer Provided Salary:$150K-$160K,"Washington, DC",155.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,na
479,"Enterprise Architect, Data",$101K-$158K ,"Boston, MA",129.5,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,na
482,"Senior Manager, Epidemiologic Data Scientist",$125K-$210K ,"New York, NY",167.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,M
483,Corporate Risk Data Analyst (SQL Based) - Milwaukee or,$43K-$77K ,"Green Bay, WI",60.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,na
485,Lead Data Scientist,$139K-$221K ,"Burbank, CA",180.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,M
486,"Marketing Data Analyst, May 2020 Undergrad",$44K-$86K ,"New York, NY",65.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,na
487,Senior Data Engineer,$78K-$147K ,"Durham, NC",112.5,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,na
488,Senior Data Analyst,$65K-$110K ,"New York, NY",87.5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,na
489,Data Modeler - Data Solutions Engineer,$37K-$66K ,"Indianapolis, IN",51.5,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,M
490,Associate Environmental Scientist - Wildlife Biologist,$38K-$64K ,"Clovis, CA",51.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na
491,"Associate, Data Science, Internal Audit",$43K-$82K ,"Boston, MA",62.5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,M
492,Sr Data Engineer (Sr BI Developer),$90K-$110KEmployer est.,"Chandler, AZ",100.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,na
